"","sample-1","sample-2","sample-3","sample-4","sample-5","sample-6","sample-7","sample-8","sample-9","sample-10","sample-11","sample-12"
"162",13.50495025,9.16029728,5.61994982,22.01380877,11.30602251,5.50303291,14.68621236,19.1642509,15.70731719,11.145016645,7.163170133,34.59224478
"163",13.53576845,9.40140328,5.6270714,22.08641647,11.34675241,5.61207691,14.83229636,19.2048041,15.73947099,11.174178645,7.270081133,34.61362458
"164",13.56766095,9.54824728,5.6998609,22.23818947,11.38338451,6.49250091,14.89375226,19.2292149,15.80980439,11.232920845,7.362938233,34.62195606
"165",13.60280635,9.87750828,5.723085,22.24927217,11.43117081,7.73575091,15.23245926,19.2576272,15.83033269,11.259370045,7.367701513,34.71703206
"166",13.61785335,10.49401128,5.7376775,22.27588987,11.48451051,8.59280491,15.64593526,19.284047,15.92902819,11.279318245,7.381124513,34.85400206
"167",13.67751215,10.73287928,5.7617637,22.33459677,11.51987891,9.72954491,15.88985226,19.3207597,15.94895539,11.362808045,7.406221413,34.88105186
"168",13.71472915,11.01401528,5.8101835,22.45175577,11.56132021,10.92676491,16.36729226,19.3424703,15.98943029,11.444669545,7.426244513,34.89865156
"169",13.77026225,11.34444628,5.8333077,22.54446987,11.61636651,11.96225491,16.83375426,19.4237856,16.04858849,11.496097145,7.481468713,34.95999486
"170",13.80572245,11.65819128,5.8456133,22.59562327,11.65001551,13.17220491,16.88159076,19.4305467,16.07151259,11.607663145,7.541052413,35.06084586
"171",13.84650655,12.06985028,5.9156034,22.60636147,11.67464891,14.82152491,17.15839776,19.4707149,16.17178459,11.680257145,7.551721213,35.09160256
"172",13.87187335,12.43550928,5.9557092,22.70467007,11.76018181,15.94146491,17.61858176,19.4910723,16.18385599,11.723953245,7.622060813,35.23111856
"173",13.91975855,12.73168728,5.9842166,22.75034467,11.85703161,17.40405491,17.87618176,19.6071563,16.23214039,11.732260305,7.641367113,35.28297716
"174",13.95091095,13.10053428,6.0070508,22.82290107,11.87773721,18.98581491,18.05643876,19.61308718,16.32540959,11.776769805,7.667639813,35.43181116
"175",13.96284295,13.51411128,6.0436431,22.85039167,11.89061341,20.32517491,18.61593976,19.66669228,16.41739039,11.815546705,7.694604213,35.60645616
"176",13.98522995,13.87194328,6.1138347,22.93635587,11.89354746,21.48822491,18.94569476,19.71812808,16.48392159,11.887372505,7.706290313,35.62538446
"177",14.01827365,14.01023628,6.1986303,22.98460347,11.92123186,22.38504891,19.36550576,19.77548748,16.61189359,11.983735005,7.750593413,35.66646096
"178",14.05953265,14.17183728,6.2532212,23.16485347,11.93677496,23.18059591,19.82301976,19.80149258,16.64236559,12.035070705,7.799385113,35.68891146
"179",14.10749525,14.21768278,6.26314714,23.31598447,11.95515036,23.82571291,20.30790476,19.82278888,16.74273759,12.055150405,7.844161313,35.80079546
"180",14.15701915,14.31208828,6.27274293,23.36209557,11.98475886,24.62298691,20.65005876,19.83985348,16.75555949,12.085068105,7.867634913,36.06426646
"181",14.16440476,14.33222438,6.30797743,23.50387157,12.01090866,25.13124091,20.89411176,19.88773268,16.86323949,12.098181105,7.992820913,36.32795046
"182",14.18703956,14.34122729,6.36637993,23.59690817,12.01825242,25.45451091,21.06555076,19.89597968,16.94048289,12.129987705,8.100911913,36.54677346
"183",14.21949536,14.35782079,6.36958213,23.66122237,12.03701352,26.07398491,21.54054376,19.94318218,16.95514739,12.154701805,8.114158713,36.55393922
"184",14.24841756,14.40656459,6.38266393,23.66657095,12.09638302,26.39724791,21.64584976,19.98638688,16.96889399,12.204265405,8.143975613,36.72743522
